transactionID,accountID,type,operation,amount,balance,bank,date
1117253,A00003818,Credit,Credit in Cash,26049,63172.6,,6/9/1993
1117325,A00003818,Debit,Remittance to Another Bank,3596,55511.6,QR,6/9/1993
97532,A00000334,Credit,Credit in Cash,27558,28058,,6/9/1993
607372,A00002068,Credit,Collection from Another Bank,3937,5037,AB,6/9/1993
695726,A00002379,Credit,Credit in Cash,7608,32460.8,,6/10/1993
555306,A00001891,Credit,Collection from Another Bank,3756,24060.7,AB,6/10/1993
472862,A00001610,Credit,Credit in Cash,36559.5,37059.5,,6/10/1993
1108023,A00003785,Credit,Credit in Cash,35763,72795.6,,6/10/1993
299056,A00001019,Debit,Remittance to Another Bank,8127,63057.8,WX,6/10/1993
237727,A00000813,Debit,Cash Withdrawal,1700,26856.3,,6/10/1993
237949,A00000813,Debit,Cash Withdrawal,6000,28556.3,,6/10/1993
1075426,A00003674,Debit,Cash Withdrawal,22400,51268.5,,6/10/1993
343684,A00001166,Credit,Collection from Another Bank,27946,49008.1,GH,6/10/1993
136153,A00000456,Debit,Cash Withdrawal,51700,65388.1,,6/10/1993
135820,A00000456,Credit,Collection from Another Bank,71746,117088.1,AB,6/10/1993
603935,A00002056,Credit,Credit in Cash,28128,81004.6,,6/10/1993
775974,A00002647,Credit,Credit in Cash,18022,48314.5,,6/10/1993
571262,A00001944,Credit,Credit in Cash,26970,66233.8,,6/10/1993
394004,A00001338,Credit,Credit in Cash,4100,18842.7,,6/10/1993
534837,A00001822,Credit,Collection from Another Bank,5210,11338.1,ST,6/10/1993
968619,A00003302,Credit,Collection from Another Bank,3008,28895.3,CD,6/10/1993
3302587,A00010973,Credit,Credit in Cash,17624,58641.7,,6/10/1993
117499,A00000395,Debit,Cash Withdrawal,22000,44468.8,,6/10/1993
637886,A00002177,Debit,Cash Withdrawal,2150,23218.5,,6/10/1993
2908833,A00009635,Debit,Cash Withdrawal,14450,3794.9,,6/10/1993
544195,A00001851,Credit,Credit in Cash,9354,10354,,6/10/1993
749332,A00002555,Credit,Credit in Cash,28533,68916.4,,6/10/1993
789775,A00002694,Credit,Credit in Cash,26378,64327.9,,6/10/1993
330737,A00001127,Debit,Remittance to Another Bank,6260,73104.7,WX,6/10/1993
256855,A00000882,Credit,Credit in Cash,17380.5,49218,,6/10/1993
259825,A00000890,Debit,Remittance to Another Bank,3136,36678,EF,6/10/1993
708087,A00002425,Credit,Credit in Cash,13357.5,44508.1,,6/10/1993
598259,A00002037,Credit,Credit in Cash,24864,46091.7,,6/10/1993
594020,A00002023,Credit,Credit in Cash,35286,81863.2,,6/10/1993
599373,A00002039,Credit,Credit in Cash,1800,22900,,6/10/1993
1339311,A00004576,Credit,Credit in Cash,28365,28665,,6/10/1993
1602519,A00005442,Credit,Credit in Cash,42055,75742.5,,6/10/1993
2135396,A00007231,Debit,Cash Withdrawal,76500,7705.3,,6/10/1993
66588,A00000222,Credit,Collection from Another Bank,51614,95262.1,OP,6/10/1993
522111,A00001782,Credit,Collection from Another Bank,6542,7242,OP,6/10/1993
771113,A00002632,Debit,Remittance to Another Bank,2042,47301.3,EF,6/10/1993
3094531,A00010266,Credit,Credit in Cash,400,400,,6/10/1993
882583,A00003007,Debit,Remittance to Another Bank,5596,70116.9,UV,6/10/1993
1693637,A00005740,Credit,Credit in Cash,24516,99623.3,,6/10/1993
276502,A00000947,Credit,Credit in Cash,6051,7151,,6/10/1993
232400,A00000790,Credit,Credit in Cash,9600,9900,,6/10/1993
1049887,A00003592,Credit,Collection from Another Bank,6007,18702.9,MN,6/10/1993
286150,A00000982,Debit,Remittance to Another Bank,2505,11468.9,IJ,6/10/1993
292131,A00001000,Debit,Remittance to Another Bank,3179,92852.5,YZ,6/10/1993
1132740,A00003871,Debit,Remittance to Another Bank,153,20422,UV,6/10/1993
757376,A00002583,Credit,Credit in Cash,13900,14900,,6/10/1993
758173,A00002585,Debit,Cash Withdrawal,12700,39174.4,,6/10/1993
738874,A00002523,Credit,Credit in Cash,9500,12923,,6/10/1993
1548827,A00005270,Debit,Cash Withdrawal,3300,74616.4,,6/10/1993
1571601,A00005343,Credit,Credit in Cash,19080,19680,,6/10/1993
851475,A00002902,Debit,Remittance to Another Bank,5465,68514.6,ST,6/10/1993
252794,A00000866,Debit,Remittance to Another Bank,38,31138.8,EF,6/10/1993
411686,A00001402,Credit,Credit in Cash,13509,38609.9,,6/10/1993
3393816,A00011265,Debit,Remittance to Another Bank,506,20436.1,KL,6/10/1993
95748,A00000327,Credit,Credit in Cash,23562,24262,,6/10/1993
101688,A00000346,Debit,Cash Withdrawal,22800,47649.9,,6/10/1993
188861,A00000640,Credit,Collection from Another Bank,4337,5437,EF,6/10/1993
92889,A00000317,Credit,Collection from Another Bank,5922,24497,CD,6/10/1993
930864,A00003173,Credit,Collection from Another Bank,4235,5335,OP,6/10/1993
1067785,A00003649,Credit,Credit in Cash,27592,28192,,6/11/1993
1779183,A00006034,Cash Withdrawal,Cash Withdrawal,17362,55149.6,,6/11/1993
49251,A00000165,Credit,Collection from Another Bank,6864,7864,QR,6/11/1993
26051,A00000086,Credit,Collection from Another Bank,3243,13817.1,ST,6/11/1993
29730,A00000096,Debit,Cash Withdrawal,62900,66361.8,,6/11/1993
29113,A00000096,Credit,Collection from Another Bank,66332,129261.8,GH,6/11/1993
554185,A00001887,Credit,Credit in Cash,12618,27556.3,,6/11/1993
1781288,A00006040,Credit,Credit in Cash,33098,58997.8,,6/11/1993
237655,A00000813,Credit,Collection from Another Bank,18231,45087.3,QR,6/11/1993
1190758,A00004078,Credit,Credit in Cash,35604,81017,,6/11/1993
174568,A00000588,Credit,Credit in Cash,11451,35950.6,,6/11/1993
1035590,A00003542,Credit,Credit in Cash,600,600,,6/11/1993
740445,A00002528,Credit,Collection from Another Bank,4236,13708,AB,6/11/1993
2910861,A00009640,Debit,Cash Withdrawal,14800,35590.8,,6/11/1993
2931459,A00009707,Credit,Credit in Cash,23158,71522.9,,6/11/1993
511270,A00001750,Credit,Credit in Cash,37294,85424.8,,6/11/1993
541759,A00001843,Debit,Cash Withdrawal,2800,63098.5,,6/11/1993
1635353,A00005546,Credit,Collection from Another Bank,38054,38654,KL,6/11/1993
1100761,A00003760,Credit,Credit in Cash,33591,91870.6,,6/11/1993
1103665,A00003771,Credit,Credit in Cash,700,700,,6/11/1993
726045,A00002484,Debit,Remittance to Another Bank,1390,22308.5,ST,6/11/1993
703190,A00002410,Credit,Collection from Another Bank,6105,6705,WX,6/11/1993
1583607,A00005385,Credit,Collection from Another Bank,22404,22904,YZ,6/11/1993
560976,A00001909,Debit,Remittance to Another Bank,43,16712,AB,6/11/1993
811289,A00002763,Debit,Cash Withdrawal,12200,42637.4,,6/11/1993
171818,A00000576,Credit,Collection from Another Bank,6207,30556.9,YZ,6/11/1993
377268,A00001285,Credit,Credit in Cash,28558,28858,,6/11/1993
165826,A00000555,Credit,Credit in Cash,34002,34302,,6/11/1993
110614,A00000374,Cash Withdrawal,Cash Withdrawal,8278,20388.9,,6/11/1993
113882,A00000385,Credit,Collection from Another Bank,3469,11438,IJ,6/11/1993
581022,A00001978,Credit,Credit in Cash,900,900,,6/11/1993
679581,A00002321,Credit,Credit in Cash,33790,102989.5,,6/11/1993
470650,A00001603,Credit,Credit in Cash,11416,27951,,6/11/1993
498467,A00001699,Debit,Remittance to Another Bank,3463,23438,IJ,6/11/1993
621858,A00002122,Debit,Remittance to Another Bank,7663,22949.5,UV,6/11/1993
615787,A00002099,Debit,Cash Withdrawal,13200,34530.1,,6/11/1993
3123002,A00010364,Debit,Remittance to Another Bank,6262,54170.4,EF,6/11/1993
900595,A00003069,Credit,Credit in Cash,34734,70403.1,,6/11/1993
1039316,A00003554,Debit,Cash Withdrawal,2000,25029.5,,6/11/1993
1504243,A00005129,Credit,Credit in Cash,37542,38042,,6/11/1993
887180,A00003026,Credit,Credit in Cash,31110,69531.5,,6/11/1993
445778,A00001515,Credit,Credit in Cash,400,400,,6/11/1993
439185,A00001493,Debit,Remittance to Another Bank,51,12532.2,GH,6/11/1993
233182,A00000793,Debit,Remittance to Another Bank,851,17122.1,YZ,6/11/1993
284278,A00000977,Credit,Credit in Cash,21062,39117.5,,6/11/1993
796079,A00002712,Credit,Collection from Another Bank,6604,20212,YZ,6/11/1993
869690,A00002962,Credit,Credit in Cash,43352,44352,,6/11/1993
720272,A00002467,Credit,Credit in Cash,34130,34530,,6/11/1993
593642,A00002022,Credit,Credit in Cash,700,700,,6/11/1993
1548895,A00005270,Cash Withdrawal,Cash Withdrawal,10027,64589.4,,6/11/1993
850172,A00002896,Credit,Collection from Another Bank,3221,10063,QR,6/11/1993
506528,A00001730,Debit,Remittance to Another Bank,1978,24835.8,WX,6/11/1993
506842,A00001731,Credit,Collection from Another Bank,4758,23990,GH,6/11/1993
846799,A00002884,Credit,Credit in Cash,8715,33860.8,,6/11/1993
204969,A00000697,Credit,Credit in Cash,33100.5,73098.5,,6/11/1993
252650,A00000866,Credit,Credit in Cash,18966,50104.8,,6/11/1993
192174,A00000652,Debit,Remittance to Another Bank,7591,46521.5,YZ,6/11/1993
1122329,A00003834,Debit,Cash Withdrawal,2300,33509.8,,6/11/1993
2502920,A00008261,Credit,Credit in Cash,2100,24664.6,,6/11/1993
2522114,A00008321,Debit,Cash Withdrawal,200,29434.4,,6/11/1993
101464,A00000346,Debit,Remittance to Another Bank,7875,39774.9,KL,6/11/1993
184687,A00000627,Credit,Credit in Cash,33524,77921.2,,6/11/1993
550091,A00001874,Credit,Collection from Another Bank,3151,9853,YZ,6/11/1993
605588,A00002061,Credit,Credit in Cash,11600,17806,,6/11/1993
605261,A00002061,Credit,Credit in Cash,6006,6206,,6/11/1993
712838,A00002436,Credit,Credit in Cash,12810,13210,,6/11/1993
491819,A00001678,Credit,Credit in Cash,34674,76306.6,,6/11/1993
518387,A00001771,Credit,Credit in Cash,6868,28699.3,,6/11/1993
695942,A00002379,Debit,Remittance to Another Bank,46,32414.8,OP,6/12/1993
1736613,A00005891,Credit,Collection from Another Bank,48891,102410.3,CD,6/12/1993
1779178,A00006034,Cash Withdrawal,Cash Withdrawal,4214,50935.6,,6/12/1993
451461,A00001535,Credit,Credit in Cash,6204,25958.8,,6/12/1993
451896,A00001536,Credit,Collection from Another Bank,38414,86272.4,QR,6/12/1993
1106919,A00003781,Credit,Credit in Cash,36049.5,72754,,6/12/1993
336776,A00001144,Debit,Cash Withdrawal,3930,13145,,6/12/1993
1183182,A00004055,Credit,Credit in Cash,30421.5,74002.2,,6/12/1993
175003,A00000588,Debit,Cash Withdrawal,5400,30550.6,,6/12/1993
671443,A00002293,Credit,Collection from Another Bank,6745,27680,EF,6/12/1993
772990,A00002639,Credit,Credit in Cash,36399,61885.5,,6/12/1993
773645,A00002641,Credit,Credit in Cash,32148,54639.5,,6/12/1993
776565,A00002648,Credit,Credit in Cash,6500,20100,,6/12/1993
537467,A00001829,Credit,Credit in Cash,11144,39708.1,,6/12/1993
571555,A00001944,Debit,Cash Withdrawal,18600,47633.8,,6/12/1993
568956,A00001937,Credit,Collection from Another Bank,4896,5996,YZ,6/12/1993
1977578,A00006701,Credit,Credit in Cash,9082,90069.6,,6/12/1993
393737,A00001338,Debit,Remittance to Another Bank,157,18685.7,IJ,6/12/1993
782004,A00002666,Credit,Collection from Another Bank,2901,12242.6,IJ,6/12/1993
777544,A00002651,Credit,Collection from Another Bank,53894,98243.4,EF,6/12/1993
1146749,A00003923,Credit,Credit in Cash,32956,67909.7,,6/12/1993
2895464,A00009591,Credit,Credit in Cash,8294,66626,,6/12/1993
129014,A00000433,Credit,Credit in Cash,500,500,,6/12/1993
127573,A00000428,Credit,Collection from Another Bank,6614,26466.7,CD,6/12/1993
126013,A00000425,Credit,Credit in Cash,8839.5,32935.7,,6/12/1993
577584,A00001966,Debit,Cash Withdrawal,15200,44046.1,,6/12/1993
2908887,A00009635,Debit,Cash Withdrawal,2720,1074.9,,6/12/1993
511342,A00001750,Debit,Remittance to Another Bank,4028,81396.8,MN,6/12/1993
1262858,A00004318,Debit,Cash Withdrawal,28200,53135.5,,6/12/1993
359517,A00001222,Credit,Collection from Another Bank,6310,32250,KL,6/12/1993
439113,A00001493,Debit,Remittance to Another Bank,2264,10268.2,EF,6/12/1993
313658,A00001071,Credit,Credit in Cash,28472,90289.9,,6/12/1993
833686,A00002838,Debit,Cash Withdrawal,21500,41790.9,,6/12/1993
1122696,A00003835,Credit,Credit in Cash,21350,49265,,6/12/1993
754238,A00002574,Credit,Credit in Cash,21478,54142.7,,6/12/1993
2465722,A00008132,Credit,Collection from Another Bank,37713,62953,UV,6/12/1993
682624,A00002330,Debit,Remittance to Another Bank,1662,12152,QR,6/12/1993
1101127,A00003760,Debit,Cash Withdrawal,33400,55918.6,,6/12/1993
1100943,A00003760,Cash Withdrawal,Cash Withdrawal,2552,89318.6,,6/12/1993
689833,A00002357,Credit,Collection from Another Bank,6434,17025.8,OP,6/12/1993
729004,A00002493,Credit,Credit in Cash,12094,37294.4,,6/12/1993
725757,A00002484,Credit,Credit in Cash,22168,44476.5,,6/12/1993
707251,A00002423,Credit,Collection from Another Bank,5671,23084,UV,6/12/1993
809089,A00002758,Credit,Credit in Cash,10558,11458,,6/12/1993
565660,A00001926,Credit,Credit in Cash,6760.5,32495.1,,6/12/1993
1610880,A00005472,Credit,Credit in Cash,6518,22876.6,,6/12/1993
857979,A00002925,Credit,Credit in Cash,9669,35750.2,,6/12/1993
858462,A00002926,Debit,Remittance to Another Bank,1348,46091.3,WX,6/12/1993
858678,A00002926,Debit,Remittance to Another Bank,699,47439.3,UV,6/12/1993
993942,A00003391,Credit,Credit in Cash,25470,58403.1,,6/12/1993
1218413,A00004171,Credit,Credit in Cash,700,700,,6/12/1993
207270,A00000704,Credit,Credit in Cash,26216,41749.6,,6/12/1993
374739,A00001276,Debit,Remittance to Another Bank,508,35446.7,YZ,6/12/1993
2135551,A00007231,Credit,Credit in Cash,9100,16805.3,,6/12/1993
2242716,A00007401,Credit,Collection from Another Bank,30354,67529.6,ST,6/12/1993
2256224,A00007445,Debit,Cash Withdrawal,1800,93750.7,,6/12/1993
677221,A00002313,Debit,Cash Withdrawal,5800,28693.6,,6/12/1993
679951,A00002321,Debit,Cash Withdrawal,37900,65089.5,,6/12/1993
873131,A00002974,Credit,Collection from Another Bank,5582,17846,QR,6/12/1993
656859,A00002245,Credit,Credit in Cash,16880,32580,,6/12/1993
1040362,A00003558,Credit,Collection from Another Bank,65614,66014,WX,6/12/1993
282,A00000002,Credit,Collection from Another Bank,30354,67529.6,ST,6/12/1993
477644,A00001628,Credit,Collection from Another Bank,4276,23590,UV,6/12/1993
527605,A00001801,Debit,Remittance to Another Bank,4167,23895,QR,6/12/1993
529850,A00001806,Debit,Remittance to Another Bank,2552,22993,UV,6/12/1993
529917,A00001806,Debit,Cash Withdrawal,3300,19693,,6/12/1993
882439,A00003007,Debit,Remittance to Another Bank,983,69133.9,CD,6/12/1993
250308,A00000860,Credit,Credit in Cash,19777.5,45463.1,,6/12/1993
307767,A00001050,Credit,Collection from Another Bank,37976,83437,WX,6/12/1993
309330,A00001054,Credit,Credit in Cash,14475,46554.6,,6/12/1993
233038,A00000793,Debit,Remittance to Another Bank,1212,15910.1,CD,6/12/1993
1049959,A00003592,Debit,Remittance to Another Bank,3360,15342.9,KL,6/12/1993
1050260,A00003593,Credit,Credit in Cash,23680.5,55794.4,,6/12/1993
1163593,A00003983,Debit,Cash Withdrawal,14600,43983.2,,6/12/1993
1450262,A00004937,Debit,Remittance to Another Bank,800,18957.9,OP,6/12/1993
403143,A00001373,Credit,Credit in Cash,500,500,,6/12/1993
717834,A00002458,Debit,Cash Withdrawal,27200,53338.4,,6/12/1993
717568,A00002458,Credit,Collection from Another Bank,38880,80538.4,WX,6/12/1993
1549103,A00005270,Debit,Cash Withdrawal,19100,45489.4,,6/12/1993
1910875,A00006473,Debit,Cash Withdrawal,6500,62915.7,,6/12/1993
505318,A00001726,Debit,Remittance to Another Bank,4438,30040.7,AB,6/12/1993
1021198,A00003487,Debit,Remittance to Another Bank,324,18807.1,IJ,6/12/1993
1021270,A00003487,Debit,Remittance to Another Bank,7951,19131.1,QR,6/12/1993
1117397,A00003818,Debit,Remittance to Another Bank,1474,54037.6,OP,6/12/1993
1121969,A00003834,Credit,Credit in Cash,20812,54321.8,,6/12/1993
83664,A00000280,Credit,Credit in Cash,18064.5,50891.6,,6/12/1993
711854,A00002434,Credit,Credit in Cash,6586,34753.3,,6/12/1993
2579156,A00008519,Credit,Collection from Another Bank,56019,102931.8,OP,6/12/1993
490783,A00001675,Credit,Collection from Another Bank,4327,22816.6,AB,6/12/1993
1066290,A00003644,Credit,Collection from Another Bank,3456,11374.7,CD,6/13/1993
1068149,A00003649,Debit,Cash Withdrawal,3900,24292,,6/13/1993
48718,A00000163,Debit,Remittance to Another Bank,3116,30775.2,UV,6/13/1993
48646,A00000163,Credit,Collection from Another Bank,6698,33891.2,YZ,6/13/1993
34890,A00000112,Credit,Collection from Another Bank,6582,26601.8,EF,6/13/1993
36769,A00000119,Credit,Credit in Cash,32288,33088,,6/13/1993
898750,A00003064,Credit,Credit in Cash,13881,14881,,6/13/1993
640998,A00002189,Credit,Credit in Cash,31173,54786.7,,6/13/1993
450959,A00001534,Credit,Credit in Cash,22414.5,23314.5,,6/13/1993
2103029,A00007123,Credit,Credit in Cash,1500,25441.9,,6/13/1993
299128,A00001019,Debit,Remittance to Another Bank,608,62449.8,IJ,6/13/1993
336709,A00001144,Debit,Remittance to Another Bank,2250,10895,GH,6/13/1993
1077757,A00003682,Credit,Credit in Cash,6213,6413,,6/13/1993
142156,A00000477,Credit,Credit in Cash,24588,62932.4,,6/13/1993
671739,A00002293,Debit,Cash Withdrawal,500,27180,,6/13/1993
775026,A00002645,Credit,Credit in Cash,16846,17446,,6/13/1993
1977907,A00006701,Debit,Cash Withdrawal,33500,56569.6,,6/13/1993
392496,A00001334,Credit,Credit in Cash,6200,14940,,6/13/1993
785340,A00002676,Debit,Remittance to Another Bank,1339,60005.7,IJ,6/13/1993
785196,A00002676,Credit,Credit in Cash,22894.5,61344.7,,6/13/1993
826068,A00002814,Credit,Collection from Another Bank,4544,9588,OP,6/13/1993
3315109,A00011013,Debit,Cash Withdrawal,30000,92893.1,,6/13/1993
3314630,A00011013,Credit,Collection from Another Bank,63366,122893.1,YZ,6/13/1993
1035596,A00003542,Credit,Collection from Another Bank,3401,4001,WX,6/13/1993
148864,A00000497,Credit,Credit in Cash,32329.5,55334.9,,6/13/1993
147454,A00000494,Credit,Credit in Cash,35623,82759.4,,6/13/1993
742048,A00002534,Credit,Credit in Cash,7672,8072,,6/13/1993
2910393,A00009640,Credit,Collection from Another Bank,28659,64249.8,UV,6/13/1993
509299,A00001743,Credit,Collection from Another Bank,4260,5060,ST,6/13/1993
541831,A00001843,Debit,Remittance to Another Bank,6994,56104.5,QR,6/13/1993
1256510,A00004296,Credit,Credit in Cash,28093.5,69232.1,,6/13/1993
1657235,A00005622,Debit,Cash Withdrawal,7000,60172.7,,6/13/1993
439041,A00001493,Credit,Collection from Another Bank,5009,15277.2,AB,6/13/1993
435768,A00001481,Credit,Collection from Another Bank,3098,16490,AB,6/13/1993
745326,A00002543,Debit,Cash Withdrawal,1200,24598.8,,6/13/1993
1136718,A00003883,Credit,Credit in Cash,4900,22438.1,,6/13/1993
1271158,A00004347,Credit,Credit in Cash,900,26514.1,,6/13/1993
628515,A00002146,Credit,Credit in Cash,29739,29939,,6/13/1993
594308,A00002023,Debit,Remittance to Another Bank,1684,80179.2,OP,6/13/1993
1598933,A00005428,Debit,Cash Withdrawal,4600,54196,,6/13/1993
1602809,A00005442,Debit,Remittance to Another Bank,1017,74725.5,IJ,6/13/1993
1599207,A00005428,Debit,Cash Withdrawal,10700,43496,,6/13/1993
1598861,A00005428,Debit,Cash Withdrawal,9200,34296,,6/13/1993
858905,A00002926,Debit,Cash Withdrawal,11900,34191.3,,6/13/1993
484805,A00001652,Credit,Collection from Another Bank,6226,6526,GH,6/13/1993
810406,A00002762,Debit,Remittance to Another Bank,733,66527,CD,6/13/1993
810334,A00002762,Debit,Remittance to Another Bank,6892,59635,UV,6/13/1993
1084474,A00003704,Debit,Remittance to Another Bank,3046,27990.6,YZ,6/13/1993
171890,A00000576,Debit,Remittance to Another Bank,3662,26894.9,OP,6/13/1993
218884,A00000744,Credit,Collection from Another Bank,5740,23426.8,GH,6/13/1993
3039497,A00010079,Credit,Credit in Cash,24845,57437.4,,6/13/1993
987044,A00003367,Credit,Credit in Cash,33912,68646,,6/13/1993
56228,A00000188,Credit,Credit in Cash,29120,51569.2,,6/13/1993
66926,A00000222,Debit,Cash Withdrawal,36700,58562.1,,6/13/1993
914524,A00003117,Credit,Collection from Another Bank,5355,22320,CD,6/13/1993
618173,A00002110,Credit,Collection from Another Bank,3076,12904,WX,6/13/1993
661034,A00002256,Debit,Cash Withdrawal,1760,22665.8,,6/13/1993
660840,A00002256,Credit,Collection from Another Bank,4729,24425.8,AB,6/13/1993
